site,site_id,subsite,subsite_id,depth,parameter,lat,lon,gbrmpa_reef_id,REEF_NAME,REEF_ID,REEF_lat,REEF_lon,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
Peart Reef,2692,PEARTFL1,12576,3.0,Water Temperature,-17.4676,146.402,17-024,PEART REEF,17024S,-17.483333,146.391667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.373990482233506,29.17113299731183,29.47939580938697,29.30694908154122,28.28979333333333,27.279924529569893,26.190607523148145,25.17868449820789,24.067912836021502,25.531852986111108,26.86960329301075,27.79554324074073,28.904828606630826,29.917047804659497,29.72632023809524,29.80154255319149,,,,,,,,,,,29.111375645756457,28.29088053315412,27.36784965277778,25.552731765232974,23.90044895833333,23.7755267249104,24.06479502688172,24.92484648148148,26.15040972222222,27.58311601851852,28.09680313620072,28.423662029569893,28.82390434027777,28.522864852150537,27.158067060185186,25.77251946684588,23.814291527777776,22.90849742383513,22.9746146953405,23.838456759259262,25.511835035842296,27.025339398148148,28.0334457437276,29.218526635304663,29.9100453125,28.831035282258064,28.035603055555555,25.87873732078853,24.45034752314815,23.96782105734767,24.00862867383513,24.82060016203704,25.98873991935484,27.53339048611111,28.87869625896057,28.787133781362005,29.05898144841269,28.40752305107527,27.332167708333333,25.73450938620072,24.461351319444443,24.60062589605735,24.32748846326165,24.3700863425926,26.81038846326165,27.99192266203704,29.189448835125447
Dampier Peninsula,3820,Ngamagoon,15115,3.0,Water Temperature,-16.4295,122.8986,,BIRD ISLANDS REEF (NORTH),11167S,-11.766667,143.083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.805941458333336,26.145176898148147,29.32003062275986,30.920399560185185,31.97958909050179,30.743967562724016,30.898966139846745,31.48902096774193,31.466123657407405,28.0011644265233,25.70379541666667,24.67226989247312,24.897759722222226,28.010210057471262,28.858528718637995,30.54609824074074,30.18198850806452,31.23395873655913,30.520133953373016,30.61845864695341,29.785375439814818,28.59875244175627,26.07401050925926,25.126023387096776,24.61066863839285,,,,
John Brewer,747,JBRFL1,2722,3.0,Water Temperature,-18.619,147.0811,18-075,JOHN BREWER REEF,18075S,-18.633333,147.058333,,,,,,,,,,,,,,,,27.869752475247523,26.74528581035642,25.02375955524669,23.774872311827952,23.986303763440866,25.23865972222222,26.69092069892473,27.449,28.250900537634408,28.96364247311828,28.99953125,28.4657123655914,27.023441091954027,25.31551747311828,24.49481944444444,23.08708333333333,22.535107816711594,23.733000000000004,25.29372983870968,26.58243919388465,26.76174176193679,28.33958333333333,28.05095683453237,27.823474747474748,27.081119718309857,25.36035342465753,23.06485347222221,22.83495494283793,22.70213642473118,23.90104097222222,25.423180228648285,26.90205980528512,27.15447679892401,27.799238575268824,28.214078125000004,28.744342069892472,27.233506944444443,26.31059874826148,24.628268750000007,23.77750134408602,23.525665322580647,24.423531944444445,25.83124932795699,27.360170833333328,28.77383198924732,29.172176075268816,29.681395833333333,28.64527083333333,27.40501528839472,26.250525218560863,24.715886111111107,23.17691397849463,23.11347715053764,24.296163888888884,25.392537634408605,26.14761180555556,27.552183164983163,28.259885752688167,28.967055803571427,28.49637969401948,27.800652294853965,25.822307123655914,24.800034722222225,23.66412432795699,23.73883456624075,24.41642291666667,25.567723118279574,26.25605902777778,28.026161962365595,29.06648051075269,29.187765467625905,28.640300403225805,27.065546004319657,26.184985215053764,24.50617152777778,23.389839583333327,23.504537836021505,24.066715416666668,25.57486962365592,27.21647618055556,28.07677856182796,28.67666989100817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00652337110481,24.004316599462367,24.357380913978496,25.47333902777778,26.989007056451616,28.455327291666663,29.84822412634409,30.18781908602151,30.166395833333333,28.68498333333333,27.693941041666665,26.01663676075269,24.689214097222223,23.62266344086021,23.294177688172045,25.01558354166667,26.902910080645164,28.34141340277778,30.03836122311828,29.87943965053764,29.65657827380953,28.95755389784946,28.50175881944444,27.303987598425195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.13810407624633,28.98977115403304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningaloo Reef,8,14MLELGER,9912,3.0,Water Temperature,-23.2805,113.7887,,FIFE REEF,13081S,-13.658333,143.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.505149982835565,26.93218971774193,25.717945277777776,24.86691471774193,23.53710333333333,22.38947105734767,21.258409162186386,21.105089884259257,22.0720459453405,22.298460625,23.06924914874552,24.049628920250896,24.41714130658436,25.5348351030466,25.686281157407407,24.715787477598568,23.46290270833333,22.07105327060932,21.43000528673836,22.12290837962963,22.32990689964158,23.41523872685185,24.80629150985663,24.827109856630823,24.89424250992064,26.167839359319,25.897691666666667,24.857602083333333,24.088739583333336,23.18756845878136,22.36574847670251,22.304095347222223,22.440793100358423,23.36629805555556,25.09277614247312,26.789141532258068,26.17652473404255,,,,,,,,,,
Pelorus Island,868,PIFL1,2625,3.0,Water Temperature,-18.5406,146.4888,18-048,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,28.49548571428571,29.226237623762376,27.464193548387097,26.08744266851981,24.59394754539341,22.757250000000003,21.361915322580643,22.06495295698925,23.947215277777776,25.68866756393001,27.05958333333333,28.32200940860216,28.22848688634835,30.51011904761905,28.788434139784947,28.165105633802813,26.54781506849315,24.35227777777777,22.95944182918628,23.629959650302624,24.861277777777776,26.854274193548388,27.85693247126437,28.530147849462367,29.497780766644247,29.354117647058825,28.546077885952712,26.659625,24.5736045729657,23.77018763029881,22.01804435483871,21.673561827956988,23.232342857142857,,,,,,,,,,,,24.13078852459016,25.59887231182796,26.99562404447533,26.98744885598924,28.010024193548382,27.911179582712368,28.905694220430103,27.041454166666668,26.127412634408604,23.602245138888893,23.04563164983165,23.0140745967742,24.345491666666668,25.85123051075269,27.592943710910355,28.83934408602151,29.02447311827957,29.65281101190476,29.6636062992126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.868234152520905,27.10794615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dip Reef,876,DIPFL1,2720,3.0,Water Temperature,-18.4015,147.451,18-039,DIP REEF,18039S,-18.416667,147.458333,,,,,,,,,,,,,,,,,27.22985127478754,25.669888888888888,24.598723118279565,24.70496932515337,,,,,,,,26.644622641509432,25.774583333333336,25.116659722222227,24.07411566913248,23.366958867161163,24.215756944444447,25.489590053763443,26.86475,27.055772849462368,28.48359595959596,28.216943042537853,27.935080645161293,27.469905063291144,25.76163314447593,24.07105138888889,23.529940860215053,23.136190540540543,24.166384027777774,25.83340188172043,27.210641417651143,27.479306864064604,27.91317002688172,28.61792485119048,28.67276612903225,27.27946100278552,26.64623398328691,25.34594930555556,24.74592607526882,24.13601478494624,24.86862083333333,26.07423164983165,27.58955902777777,28.721022849462365,29.24156720430108,29.35003891891892,28.53100228494624,27.50906680555556,26.51717009408602,25.02245177700348,24.030080174731182,23.94944670698925,24.71539554937413,25.30685846257586,26.250620972222222,27.519534835238733,28.21167594086022,28.84507433035714,28.118838819444445,27.778547916666664,26.19181763122476,25.28599930555556,24.36927150537634,24.24834744623656,24.60998958333333,25.61939112903226,26.269142658315936,27.904281586021504,29.0408373655914,29.309899425287355,28.62149630127774,27.021352771778258,26.161228494623654,25.008354166666667,24.0108125,24.254944220430104,24.402143055555552,25.42264583333333,26.94137430555556,27.70426008064516,28.29706720430108,28.928689732142857,28.418661290322586,27.411547916666667,26.21126180555556,24.922435416666666,24.069651209677417,23.678822580645164,24.53352152777777,26.09275991930061,27.314528472222225,28.492245967741937,28.926665322580643,29.290256696428568,28.311623655913976,27.555092425295346,25.82589247311828,24.636320138888887,23.841032930107524,23.90090389784946,24.10078333333333,24.493421666666663,26.231556875000003,27.25183467741936,28.382554301075267,28.23133705357143,27.928965120967742,26.652563402777776,26.236767083333334,25.733779097222225,24.830002688172048,24.63338823924731,25.529329444444446,26.831856182795697,28.38006569444445,29.54249092741936,29.894664045698924,29.658294037356324,28.252155309139784,27.31455493055556,25.76296202956989,24.878692569444443,23.95340799731183,23.67216102150537,25.587724444444444,26.7629625672043,27.97541208333333,29.91652184139785,29.85879825268817,29.284074553571426,28.42729932795699,28.217035000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence Bay,879,FLOFL1,2636,3.0,Water Temperature,-19.1222,146.8801,19-009,HAVANNAH REEF,18065S,-18.85,146.541667,28.65997974341661,29.01549516008935,27.33133826496301,25.99797776233495,24.400134770889483,22.25448611111111,20.991340970350404,21.885527908540684,23.938171070931848,26.752040404040404,28.2238345323741,29.77940067340068,28.77256893073302,30.856091180866965,28.75892328398385,27.98691452397498,25.722678331090176,23.58129403306973,22.4974126344086,23.323111559139782,25.02082696316887,27.00999327956989,27.810826388888888,28.865490591397847,29.7097646267653,29.57171296296297,28.582732166890985,26.15642112578179,23.962288021534324,23.0060751565762,21.25309811827957,21.328165322580645,23.7802362751911,26.048669354838708,27.10198611111111,26.818635752688174,29.03539703903096,27.902420386904765,27.802786962365595,26.610647916666665,24.353721102150537,20.46392361111111,21.217776881720432,22.0711626344086,24.39676666666667,25.86519287634409,27.127094444444445,27.15756922043011,28.324214583333333,28.221904017857145,29.41016935483871,26.52715625,25.57178629032258,22.80590625,21.96615524193548,22.264453629032257,23.95193884642113,26.34640524193549,28.37686736111111,29.69630867518493,29.75897444519166,30.27846023166024,28.982837928715533,26.92660347222222,25.144486559139786,23.29316736111111,21.31744690860215,22.17230510752688,24.241243224461435,26.36094758064516,27.06264583333333,28.977321616871706,28.880559638554217,29.60878348214285,28.878208333333337,27.58579027777778,24.61396975806452,23.30989930555556,21.805739247311827,22.937526881720427,24.54577638888889,26.63154233870968,27.44434236111111,29.117122983870964,30.040748655913983,29.51320258620689,28.59411491935484,26.16048680555556,25.20926075268817,22.610051388888888,21.837838037634405,22.49319220430107,23.62054583333333,26.786131319444443,28.98094520833333,29.77560269058296,,,,,,,,,,,,,,,,,,,22.550118902439024,22.35505934139785,23.58306166666667,24.93143178763441,27.280834583333338,28.10543971774193,29.035051221264364,27.945860714285715,28.88799818548387,26.35650972222222,25.939108333333333,22.232151319444444,20.31991364247312,22.10588380376344,24.42033645833333,26.471212365591395,27.86728451388889,29.4096189516129,29.42118884408602,29.00479647988506,27.14600960144928,26.838002361111112,24.74221444892473,23.47638451388889,22.14645745967742,21.78144939516129,24.9517325,27.03798662634408,29.160762569444444,30.503560013440865,29.203565994623656,29.14169589245705,28.468413218390804,27.663619027777777,24.32228252688172,22.95945430555556,22.30910362903226,23.048747983870964,25.61551875,26.193331586021507,26.73380923611111,29.092742943548387,28.90009529569893,29.04618764880952,27.85651538978495,26.476217222222225,24.56083288135593,,,,,,,28.806676441441443,29.73298205645161,29.13634213789683,28.401245542114697,26.501711898148148,23.7651892249104,21.49998555555556,21.087938888888885,21.58261106630825,22.99375866062437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green Island, Qld",902,GREFL1,2671,3.0,Water Temperature,-16.7583,145.97,,GREEN ISLAND REEF,16049S,-16.758333,145.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00912256097561,28.74829099462366,27.097586990740737,25.4304959453405,23.34365175925926,22.57223814964157,22.924586760752685,23.86657356481481,25.5582168234767,27.187771828703703,28.36172887544803,29.465046191756272,30.14637796934866,28.816985707885305,27.93531715277778,25.036873364695342,23.951021458333333,23.260657302867383,24.05361798835125,24.648637291666667,26.06882820340501,27.561500625,29.16386465053764,29.742757285714283,,,,,,,,,,,
Sand Bank No7,913,SANFL1,14556,3.0,Water Temperature,-13.4363,143.9722,13-061,SAND BANK NO 8 REEF,13056S,-13.358333,143.958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.595938166752973,28.50992623207885,28.95977128136201,28.88756899801588,28.29932244623656,27.86616539351852,26.28013823924731,24.928699004629628,24.657562701612907,24.785288261648745,24.93813159722222,25.65041686827957,27.324970185185183,28.365367629928315,28.42181530092593,27.75642219742064,28.595981586021505,27.691872870370368,26.858568234767024,25.26827627314815,24.40626664426524,24.15225322580645,24.286416875,25.18856220878136,26.347550324074074,28.0929103718638,29.10662791218638,28.72888127394636,28.713527038530465,28.12202613425925,26.80795678763441,25.626131041666667,25.11332327508961,24.903109789426527,25.33781560185185,25.86912681451613,27.33684863425926,28.70842793981481,29.122259991039424,28.9204359375,28.19786193996416,27.83475039351852,27.12553239494084,26.023006811451136,25.75229551468939,25.45367999551972,25.619088207767906,26.61427147651007,,
Wilkie Island,994,WILKFL1,3096,3.0,Water Temperature,-13.779,143.6406,13-091,FIFE REEF,13081S,-13.658333,143.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.291798657718125,28.486066666666662,29.441053091397848,29.631743279569893,30.003464285714287,29.284879032258065,28.028390277777778,26.4170034992224,26.363010694444448,25.866400940860213,24.93833978494624,26.07355736111112,28.059219086021503,29.54650958333333,30.95518051075269,30.486762768817204,30.63538586309524,30.11494583333333,29.11778125,27.121363037634406,25.77548097222222,24.66287321178121,24.24404932795699,25.204633333333334,25.5165623655914,28.09853430555556,28.91424106182796,30.405112701612907,29.87817715773809,29.789293951612905,27.865032361111105,26.89103588709677,26.002660272988503,24.91246512096774,26.03480591397849,27.153222569444445,29.0435686155914,30.28713868055556,31.802838533961,30.584144639244776,30.810355232558138,30.410223185483872,29.17826145833334,27.17039952956989,26.10988611111111,25.33264341397849,25.17016061827957,27.075275625,28.07657681451613,29.44433542600897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
